coord,country,geoname,id,langs,name,stat,stations,zoom,latf,lngf,maxtf,mints,humidf,speedf,cloudf,sunrise,sunset,Daylight
"{'lon': -101.199997, 'lat': 20.566669}",MX,"{'cl': 'P', 'code': 'PPL', 'parent': 4005267}",3988214.0,,Salamanca,"{'level': 1.0, 'population': 138614}","[{'id': 3981, 'dist': 55, 'kf': 1}, {'id': 4003, 'dist': 82, 'kf': 1}, {'id': 27889, 'dist': 82, 'kf': 1}, {'id': 32874, 'dist': 61, 'kf': 1}]",9.0,20.57,-101.19,59.0,55.99,93,4.7,90,1563797720,1563845203,13.189722222222223
"{'lon': 72.949997, 'lat': 21.48333}",IN,"{'cl': 'P', 'code': 'PPL', 'parent': 1270770}",1266087.0,[{'link': 'http://en.wikipedia.org/wiki/Kosamba'}],Kosamba,"{'level': 1.0, 'population': 33221}",,11.0,21.48,72.95,89.6,89.6,75,3.36,40,1563755819,1563803514,13.248611111111112
"{'lon': 35.008541, 'lat': -15.78499}",MW,"{'cl': 'P', 'code': 'PPLA', 'parent': 931754}",931755.0,,Blantyre,"{'level': 1.0, 'population': 584877}","[{'id': 6898, 'dist': 12, 'kf': 1}]",6.0,-15.79,35.0,59.0,59.0,82,10.29,20,1563768398,1563809152,11.320555555555556
"{'lon': -38.76667, 'lat': -12.31667}",BR,"{'cl': 'P', 'code': 'PPL', 'parent': 3471168}",3465758.0,[{'link': 'http://en.wikipedia.org/wiki/Concei%C3%A7%C3%A3o_do_Jacu%C3%ADpe'}],Conceicao do Jacuipe,"{'level': 1.0, 'population': 21597}","[{'id': 4578, 'dist': 81, 'kf': 1}]",10.0,-12.32,-38.77,63.55,63.55,96,2.73,3,1563785775,1563827186,11.503055555555555
"{'lon': -101.599998, 'lat': 19.51667}",MX,"{'cl': 'P', 'code': 'PPL', 'parent': 3995955}",3993179.0,,Patzcuaro,"{'level': 1.0, 'population': 49016}","[{'id': 4003, 'dist': 70, 'kf': 1}, {'id': 4027, 'dist': 48, 'kf': 1}]",9.0,19.52,-101.6,55.63,55.63,93,6.42,100,1563797926,1563845194,13.13
"{'lon': 80.083328, 'lat': 26.85}",IN,"{'cl': 'P', 'code': 'PPL', 'parent': 1253626}",1275614.0,[{'link': 'http://en.wikipedia.org/wiki/Bilhaur'}],Bilhaur,"{'level': 1.0, 'population': 19333}","[{'id': 7817, 'dist': 81, 'kf': 1}, {'id': 34302, 'dist': 86, 'kf': 1}]",11.0,26.84,80.06,97.57,97.57,46,3.89,85,1563753517,1563802403,13.579444444444444
"{'lon': 40.214432, 'lat': 47.70911}",RU,"{'cl': 'P', 'code': 'PPL', 'parent': 501165}",496015.0,,Shakhty,"{'level': 1.0, 'population': 221312}","[{'id': 7301, 'dist': 58, 'kf': 1}]",8.0,47.71,40.21,75.2,75.2,69,6.71,0,1563759800,1563815249,15.4025
"{'lon': 113.474602, 'lat': -7.1568}",ID,"{'cl': 'P', 'code': 'PPL', 'parent': 1642668}",1632978.0,"[{'id': 'Pamekasan'}, {'link': 'http://en.wikipedia.org/wiki/Pamekasan_Regency'}, {'pl': 'Pamekasan'}]",Pamekasan,"{'level': 1.0, 'population': 92447}","[{'id': 8024, 'dist': 78, 'kf': 1}]",8.0,-7.16,113.47,91.81,91.81,36,7.94,96,1563748769,1563791113,11.762222222222222
"{'lon': 36.583328, 'lat': 50.583328}",RU,"{'cl': 'A', 'code': 'ADM2', 'parent': 578071}",824987.0,,Gorod Belgorod,"{'level': 1.0, 'population': 1531044}","[{'id': 7326, 'dist': 6, 'kf': 1}]",5.0,50.58,36.58,75.2,75.2,50,4.47,0,1563759980,1563816811,15.786388888888888
"{'lon': 34.48634, 'lat': 31.52722}",PS,"{'cl': 'P', 'code': 'PPL', 'parent': 281132}",281129.0,"[{'ar': 'Ø¬Ù\x8eØ¨Ø§Ù\x84Ù\x8aØ§'}, {'en': 'Jabalia'}, {'link': 'http://en.wikipedia.org/wiki/Jabalia'}, {'no': 'Jabalia'}, {'ru': 'Ð\x94Ð¶Ð°Ð±Ð°Ð»Ð¸Ñ\x8f'}]",Jabalya,"{'level': 1.0, 'population': 168568}","[{'id': 28736, 'dist': 40, 'kf': 1}, {'id': 30634, 'dist': 28, 'kf': 1}]",11.0,31.53,34.49,84.0,81.0,69,6.93,75,1563763884,1563813911,13.89638888888889
"{'lon': 99.162498, 'lat': 3.3285}",ID,"{'cl': 'P', 'code': 'PPL', 'parent': 1213642}",1213500.0,[{'id': 'Tebingtinggi'}],Tebingtinggi,"{'level': 1.0, 'population': 117530}","[{'id': 8057, 'dist': 60, 'kf': 1}]",10.0,3.33,99.16,90.19,90.19,54,5.75,56,1563751266,1563795486,12.283333333333333
"{'lon': 140.383331, 'lat': 37.283329}",JP,"{'cl': 'P', 'code': 'PPL', 'parent': 2112922}",2110959.0,,Sukagawa,"{'level': 1.0, 'population': 68790}","[{'id': 7594, 'dist': 7, 'kf': 1}, {'id': 9996, 'dist': 49, 'kf': 1}, {'id': 10291, 'dist': 0, 'kf': 1}, {'id': 10602, 'dist': 44, 'kf': 1}]",11.0,37.29,140.32,73.0,70.0,94,2.24,75,1563737668,1563789327,14.349722222222223
"{'lon': 65.152779, 'lat': 39.25528}",UZ,"{'cl': 'P', 'code': 'PPL', 'parent': 1114928}",1216475.0,[{'ru': 'Ð\x9cÑ\x83Ð±Ð¾Ñ\x80Ð°Ðº'}],Muborak,"{'level': 1.0, 'population': 29180}","[{'id': 7396, 'dist': 95, 'kf': 1}, {'id': 7397, 'dist': 80, 'kf': 1}, {'id': 7398, 'dist': 91, 'kf': 1}]",8.0,39.25,65.15,102.61,102.61,13,21.65,0,1563755412,1563807665,14.514722222222222
"{'lon': 6.64018, 'lat': 36.837631}",DZ,"{'cl': 'P', 'code': 'PPL', 'parent': 2479532}",2478226.0,[{'link': 'http://en.wikipedia.org/wiki/Tamalous'}],Tamalous,"{'level': 1.0, 'population': 32579}","[{'id': 6199, 'dist': 68, 'kf': 1}, {'id': 6203, 'dist': 61, 'kf': 1}]",11.0,36.84,6.64,68.0,68.0,72,3.2,0,1563769835,1563821327,14.303333333333333
"{'lon': 1.04582, 'lat': 49.400761}",FR,"{'cl': 'P', 'code': 'PPL', 'parent': 6456448}",3003952.0,"[{'ceb': 'Grand-Quevilly'}, {'en': 'Le Grand-Quevilly'}, {'fr': 'Le Grand-Quevilly'}, {'it': 'Le Grand-Quevilly'}, {'link': 'http://en.wikipedia.org/wiki/Le_Grand-Quevilly'}, {'nl': 'Le Grand-Quevilly'}, {'pl': 'Le Grand-Quevilly'}, {'post': '76120'}, {'pt': 'Grand-Quevilly'}, {'ru': 'Ð\x93Ñ\x80Ð°Ð½-Ð\x9aÐµÐ²Ð¸Ð»Ð»Ð¸'}, {'sv': 'Le Grand-Quevilly'}]",Le Grand-Quevilly,"{'level': 1.0, 'population': 26522}","[{'id': 5605, 'dist': 9, 'kf': 1}, {'id': 10001, 'dist': 20, 'kf': 1}, {'id': 33337, 'dist': 19, 'kf': 1}, {'id': 34520, 'dist': 26, 'kf': 1}]",12.0,49.41,1.05,66.0,57.0,82,2.24,0,1563768809,1563825038,15.619166666666667
"{'lon': -66.606628, 'lat': 10.46736}",VE,"{'cl': 'P', 'code': 'PPLA2', 'parent': 3630003}",3640049.0,"[{'en': 'Guarenas'}, {'es': 'Guarenas'}, {'link': 'http://en.wikipedia.org/wiki/Guarenas'}, {'pt': 'Guarenas'}]",Guarenas,"{'level': 1.0, 'population': 181612}","[{'id': 4292, 'dist': 92, 'kf': 1}, {'id': 9209, 'dist': 40, 'kf': 1}, {'id': 30526, 'dist': 40, 'kf': 1}, {'id': 31008, 'dist': 29, 'kf': 1}, {'id': 31176, 'dist': 32, 'kf': 1}]",12.0,10.48,-66.6,75.2,69.01,94,2.24,40,1563790402,1563835918,12.643333333333333
"{'lon': -72.807037, 'lat': 41.538151}",US,"{'cl': 'P', 'code': 'PPL', 'parent': 4839373}",4838524.0,"[{'link': 'http://en.wikipedia.org/wiki/Meriden%2C_Connecticut'}, {'post': '06451'}]",Meriden,"{'level': 1.0, 'population': 60868}","[{'id': 624, 'dist': 25, 'kf': 1}, {'id': 626, 'dist': 31, 'kf': 1}, {'id': 627, 'dist': 28, 'kf': 1}, {'id': 8832, 'dist': 6, 'kf': 1}, {'id': 9291, 'dist': 9, 'kf': 1}, {'id': 9560, 'dist': 20, 'kf': 1}, {'id': 9829, 'dist': 16, 'kf': 1}, {'id': 10019, 'dist': 32, 'kf': 1}, {'id': 29096, 'dist': 18, 'kf': 1}, {'id': 30123, 'dist': 9, 'kf': 1}, {'id': 31289, 'dist': 21, 'kf': 1}, {'id': 32582, 'dist': 2, 'kf': 1}, {'id': 32949, 'dist': 23, 'kf': 1}, {'id': 33089, 'dist': 17, 'kf': 1}, {'id': 33373, 'dist': 18, 'kf': 1}, {'id': 34627, 'dist': 33, 'kf': 1}, {'id': 35161, 'dist': 30, 'kf': 1}, {'id': 35211, 'dist': 6, 'kf': 1}, {'id': 35456, 'dist': 26, 'kf': 1}, {'id': 36187, 'dist': 25, 'kf': 1}]",10.0,41.54,-72.81,80.6,71.01,57,5.82,1,1563788159,1563841141,14.717222222222222
"{'lon': 10.53398, 'lat': 45.467979}",IT,"{'cl': 'P', 'code': 'PPLA3', 'parent': 6536176}",3177610.0,,Desenzano del Garda,"{'level': 1.0, 'population': 23651}","[{'id': 5820, 'dist': 37, 'kf': 1}, {'id': 5822, 'dist': 16, 'kf': 1}, {'id': 5830, 'dist': 28, 'kf': 1}, {'id': 27833, 'dist': 37, 'kf': 1}, {'id': 28851, 'dist': 43, 'kf': 1}, {'id': 33233, 'dist': 35, 'kf': 1}, {'id': 35241, 'dist': 28, 'kf': 1}]",7.0,45.47,10.54,81.0,66.99,78,1.12,5,1563767405,1563821886,15.133611111111112
"{'lon': 136.222565, 'lat': 36.06443}",JP,"{'cl': 'P', 'code': 'PPLA', 'parent': 1863983}",1863985.0,"[{'link': 'http://en.wikipedia.org/wiki/Fukui%2C_Fukui'}, {'ru': 'Ð¤Ñ\x83ÐºÑ\x83Ð¹'}]",Fukui-shi,"{'level': 1.0, 'population': 248707}","[{'id': 7567, 'dist': 39, 'kf': 1}, {'id': 10471, 'dist': 16, 'kf': 1}, {'id': 10731, 'dist': 25, 'kf': 1}, {'id': 10773, 'dist': 18, 'kf': 1}]",8.0,36.06,136.22,89.6,89.6,55,11.41,40,1563738835,1563790127,14.247777777777777
"{'lon': 45.042198, 'lat': 56.032822}",RU,"{'cl': 'P', 'code': 'PPL', 'parent': 559838}",532715.0,,Lyskovo,"{'level': 1.0, 'population': 23570}","[{'id': 7334, 'dist': 80, 'kf': 1}]",7.0,56.03,45.04,60.01,60.01,10,10.89,60,1563756285,1563816445,16.711111111111112
"{'lon': 96.433327, 'lat': 18.48333}",MM,"{'cl': 'P', 'code': 'PPL', 'parent': 1300463}",1298911.0,[{'link': 'http://en.wikipedia.org/wiki/Pyu'}],Pyu,"{'level': 1.0, 'population': 40386}",,9.0,18.48,96.43,78.13,78.13,84,5.79,100,1563750493,1563797569,13.076666666666666
"{'lon': 120.878891, 'lat': 14.79278}",PH,"{'cl': 'P', 'code': 'PPLA3', 'parent': 1723071}",1723066.0,[{'link': 'http://en.wikipedia.org/wiki/Bulacan%2C_Bulacan'}],Bulacan,"{'level': 1.0, 'population': 71274}","[{'id': 7706, 'dist': 34, 'kf': 1}, {'id': 29732, 'dist': 24, 'kf': 1}]",13.0,14.79,120.88,93.2,86.0,66,6.93,75,1563744990,1563791336,12.873888888888889
"{'lon': 2.44925, 'lat': 48.732189}",FR,"{'cl': 'P', 'code': 'PPL', 'parent': 6452040}",2968529.0,,Villeneuve-Saint-Georges,"{'level': 1.0, 'population': 30881}","[{'id': 5610, 'dist': 26, 'kf': 1}, {'id': 5613, 'dist': 40, 'kf': 1}, {'id': 5614, 'dist': 24, 'kf': 1}, {'id': 5615, 'dist': 5, 'kf': 1}, {'id': 5617, 'dist': 38, 'kf': 1}, {'id': 10684, 'dist': 13, 'kf': 1}, {'id': 27855, 'dist': 9, 'kf': 1}, {'id': 28069, 'dist': 42, 'kf': 1}, {'id': 30053, 'dist': 20, 'kf': 1}, {'id': 30065, 'dist': 28, 'kf': 1}, {'id': 32298, 'dist': 15, 'kf': 1}, {'id': 32862, 'dist': 22, 'kf': 1}, {'id': 34957, 'dist': 42, 'kf': 1}, {'id': 35064, 'dist': 15, 'kf': 1}, {'id': 35113, 'dist': 21, 'kf': 1}, {'id': 35125, 'dist': 13, 'kf': 1}, {'id': 35414, 'dist': 15, 'kf': 1}, {'id': 35610, 'dist': 15, 'kf': 1}]",12.0,48.73,2.45,66.99,57.0,68,3.36,0,1563768635,1563824539,15.528888888888888
"{'lon': -80.567497, 'lat': 22.2775}",CU,"{'cl': 'P', 'code': 'PPL', 'parent': 3564120}",3569741.0,[{'link': 'http://en.wikipedia.org/wiki/Abreus%2C_Cuba'}],Abreus,"{'level': 1.0, 'population': 16711}","[{'id': 4089, 'dist': 21, 'kf': 1}]",12.0,22.28,-80.57,77.0,75.2,88,5.82,89,1563792589,1563840436,13.290833333333333
"{'lon': -111.810493, 'lat': 40.699951}",US,"{'cl': 'P', 'code': 'PPL', 'parent': 5781004}",5774301.0,,East Millcreek,"{'level': 1.0, 'population': 20816}","[{'id': 2802, 'dist': 17, 'kf': 1}, {'id': 29207, 'dist': 20, 'kf': 1}, {'id': 29289, 'dist': 23, 'kf': 1}, {'id': 29785, 'dist': 3, 'kf': 1}, {'id': 29963, 'dist': 12, 'kf': 1}, {'id': 30355, 'dist': 4, 'kf': 1}, {'id': 30576, 'dist': 18, 'kf': 1}, {'id': 30646, 'dist': 27, 'kf': 1}, {'id': 31585, 'dist': 21, 'kf': 1}, {'id': 31678, 'dist': 17, 'kf': 1}, {'id': 32428, 'dist': 14, 'kf': 1}, {'id': 32467, 'dist': 20, 'kf': 1}, {'id': 32636, 'dist': 20, 'kf': 1}, {'id': 32846, 'dist': 16, 'kf': 1}, {'id': 33940, 'dist': 15, 'kf': 1}, {'id': 34325, 'dist': 18, 'kf': 1}, {'id': 34376, 'dist': 25, 'kf': 1}, {'id': 34392, 'dist': 2, 'kf': 1}, {'id': 34469, 'dist': 17, 'kf': 1}, {'id': 34472, 'dist': 2, 'kf': 1}]",13.0,40.7,-111.81,82.4,64.0,36,13.11,1,1563797669,1563850352,14.634166666666667
"{'lon': 151.233337, 'lat': -33.950001}",AU,"{'cl': 'P', 'code': 'PPL', 'parent': 7839700}",2158651.0,,Maroubra,"{'level': 1.0, 'population': 26539}","[{'id': 8233, 'dist': 4, 'kf': 1}, {'id': 8788, 'dist': 34, 'kf': 1}, {'id': 29074, 'dist': 10, 'kf': 1}, {'id': 29173, 'dist': 34, 'kf': 1}, {'id': 29178, 'dist': 22, 'kf': 1}, {'id': 29216, 'dist': 26, 'kf': 1}, {'id': 30099, 'dist': 29, 'kf': 1}, {'id': 30783, 'dist': 1, 'kf': 1}, {'id': 30883, 'dist': 29, 'kf': 1}, {'id': 30913, 'dist': 16, 'kf': 1}, {'id': 30916, 'dist': 17, 'kf': 1}, {'id': 34675, 'dist': 13, 'kf': 1}, {'id': 35400, 'dist': 8, 'kf': 1}, {'id': 35406, 'dist': 36, 'kf': 1}, {'id': 35574, 'dist': 33, 'kf': 1}]",12.0,-33.95,151.25,71.6,66.99,35,10.29,0,1563742492,1563779255,10.211944444444445
"{'lon': 121.049301, 'lat': 14.9109}",PH,"{'cl': 'P', 'code': 'PPL', 'parent': 1723064}",1697497.0,"[{'en': 'Norzagaray'}, {'fil': 'Norzugaray'}, {'link': 'http://en.wikipedia.org/wiki/Norzagaray%2C_Bulacan'}, {'nl': 'Norzagaray'}]",Norzagaray,"{'level': 1.0, 'population': 79508}","[{'id': 7706, 'dist': 44, 'kf': 1}, {'id': 29732, 'dist': 25, 'kf': 1}]",11.0,14.91,121.05,93.2,86.0,66,6.93,75,1563744937,1563791307,12.880555555555556
"{'lon': -88.686752, 'lat': 41.988918}",US,"{'cl': 'P', 'code': 'PPLA2', 'parent': 4889554}",4913110.0,"[{'link': 'http://en.wikipedia.org/wiki/Sycamore%2C_Illinois'}, {'post': '60178'}]",Sycamore,"{'level': 1.0, 'population': 17519}","[{'id': 963, 'dist': 29, 'kf': 1}, {'id': 9277, 'dist': 23, 'kf': 1}, {'id': 9950, 'dist': 29, 'kf': 1}, {'id': 29682, 'dist': 10, 'kf': 1}, {'id': 30211, 'dist': 2, 'kf': 1}, {'id': 31051, 'dist': 32, 'kf': 1}, {'id': 31935, 'dist': 34, 'kf': 1}, {'id': 31965, 'dist': 9, 'kf': 1}, {'id': 32614, 'dist': 1, 'kf': 1}, {'id': 32643, 'dist': 39, 'kf': 1}, {'id': 32831, 'dist': 28, 'kf': 1}, {'id': 33291, 'dist': 41, 'kf': 1}, {'id': 33568, 'dist': 24, 'kf': 1}, {'id': 33712, 'dist': 13, 'kf': 1}, {'id': 33727, 'dist': 22, 'kf': 1}, {'id': 33902, 'dist': 48, 'kf': 1}, {'id': 33980, 'dist': 33, 'kf': 1}, {'id': 34160, 'dist': 34, 'kf': 1}, {'id': 34833, 'dist': 39, 'kf': 1}, {'id': 35201, 'dist': 31, 'kf': 1}]",11.0,41.99,-88.69,69.01,64.99,77,5.82,75,1563791894,1563845029,14.759722222222223
"{'lon': 4.68815, 'lat': 52.60252}",NL,"{'cl': 'P', 'code': 'PPL', 'parent': 2754515}",2754516.0,"[{'de': 'Heiloo'}, {'en': 'Heiloo'}, {'fr': 'Heiloo'}, {'id': 'Heiloo'}, {'it': 'Heiloo'}, {'li': 'Heiloo'}, {'link': 'http://en.wikipedia.org/wiki/Heiloo'}, {'nl': 'Heiloo'}, {'pl': 'Heiloo'}, {'sv': 'Heiloo'}]",Heiloo,"{'level': 1.0, 'population': 20510}","[{'id': 5204, 'dist': 32, 'kf': 1}, {'id': 5211, 'dist': 35, 'kf': 1}, {'id': 8615, 'dist': 22, 'kf': 1}, {'id': 9422, 'dist': 26, 'kf': 1}, {'id': 27841, 'dist': 33, 'kf': 1}, {'id': 27892, 'dist': 26, 'kf': 1}, {'id': 29240, 'dist': 12, 'kf': 1}, {'id': 29384, 'dist': 20, 'kf': 1}, {'id': 29413, 'dist': 5, 'kf': 1}, {'id': 29556, 'dist': 13, 'kf': 1}, {'id': 29868, 'dist': 32, 'kf': 1}, {'id': 30105, 'dist': 17, 'kf': 1}, {'id': 31823, 'dist': 20, 'kf': 1}, {'id': 32202, 'dist': 32, 'kf': 1}, {'id': 32478, 'dist': 25, 'kf': 1}, {'id': 33900, 'dist': 27, 'kf': 1}, {'id': 35312, 'dist': 32, 'kf': 1}, {'id': 35329, 'dist': 10, 'kf': 1}, {'id': 35522, 'dist': 16, 'kf': 1}, {'id': 35739, 'dist': 7, 'kf': 1}]",12.0,52.6,4.71,66.99,63.0,77,11.41,0,1563767083,1563825006,16.08972222222222
"{'lon': -73.861519, 'lat': 41.162868}",US,"{'cl': 'P', 'code': 'PPL', 'parent': 5144050}",5130045.0,[{'post': '10562'}],Ossining,"{'level': 1.0, 'population': 25060}","[{'id': 2120, 'dist': 42, 'kf': 1}, {'id': 2142, 'dist': 16, 'kf': 1}, {'id': 9115, 'dist': 25, 'kf': 1}, {'id': 9613, 'dist': 24, 'kf': 1}, {'id': 9717, 'dist': 15, 'kf': 1}, {'id': 10446, 'dist': 28, 'kf': 1}, {'id': 28981, 'dist': 33, 'kf': 1}, {'id': 29098, 'dist': 4, 'kf': 1}, {'id': 29234, 'dist': 13, 'kf': 1}, {'id': 29819, 'dist': 29, 'kf': 1}, {'id': 30130, 'dist': 45, 'kf': 1}, {'id': 30228, 'dist': 25, 'kf': 1}, {'id': 30451, 'dist': 9, 'kf': 1}, {'id': 30605, 'dist': 16, 'kf': 1}, {'id': 32760, 'dist': 24, 'kf': 1}, {'id': 32996, 'dist': 26, 'kf': 1}, {'id': 33217, 'dist': 21, 'kf': 1}, {'id': 33471, 'dist': 30, 'kf': 1}, {'id': 33611, 'dist': 36, 'kf': 1}, {'id': 34671, 'dist': 12, 'kf': 1}]",10.0,41.16,-73.86,82.4,73.0,78,2.98,1,1563788477,1563841327,14.680555555555555
"{'lon': 77.533333, 'lat': 8.7}",IN,"{'cl': 'P', 'code': 'PPL', 'parent': 1255053}",1253127.0,,Viravanallur,"{'level': 1.0, 'population': 19689}","[{'id': 7837, 'dist': 71, 'kf': 1}]",12.0,8.7,77.53,89.6,89.6,55,17.22,75,1563755970,1563801165,12.554166666666667
"{'lon': 15.58069, 'lat': 49.607849}",CZ,"{'cl': 'P', 'code': 'PPL', 'parent': 3339538}",3075919.0,,Havlickuv Brod,"{'level': 1.0, 'population': 24356}","[{'id': 5887, 'dist': 25, 'kf': 1}, {'id': 5896, 'dist': 46, 'kf': 1}, {'id': 8582, 'dist': 42, 'kf': 1}, {'id': 9533, 'dist': 36, 'kf': 1}, {'id': 9562, 'dist': 35, 'kf': 1}, {'id': 10096, 'dist': 35, 'kf': 1}, {'id': 10765, 'dist': 26, 'kf': 1}]",10.0,49.61,15.58,70.0,64.0,82,2.8,0,1563765270,1563821602,15.647777777777778
"{'lon': -56.62278, 'lat': -16.25667}",BR,"{'cl': 'P', 'code': 'PPL', 'parent': 3457419}",3453315.0,,Pocone,"{'level': 1.0, 'population': 21484}","[{'id': 4484, 'dist': 86, 'kf': 1}]",7.0,-16.26,-56.62,74.35,74.35,49,5.97,100,1563790428,1563831100,11.297777777777778
"{'lon': 24.1, 'lat': 43.26667}",BG,"{'cl': 'P', 'code': 'PPL', 'parent': 728204}",732491.0,,Cherven Bryag,"{'level': 1.0, 'population': 21688}","[{'id': 5444, 'dist': 84, 'kf': 1}]",9.0,43.28,24.08,66.2,66.2,88,2.24,5,1563764578,1563818213,14.89861111111111
"{'lon': -97.724487, 'lat': 35.384232}",US,"{'cl': 'P', 'code': 'PPL', 'parent': 4532136}",4543352.0,"[{'link': 'http://en.wikipedia.org/wiki/Mustang%2C_Oklahoma'}, {'post': '73064'}]",Mustang,"{'level': 1.0, 'population': 17395}","[{'id': 2223, 'dist': 38, 'kf': 1}, {'id': 2245, 'dist': 27, 'kf': 1}, {'id': 2247, 'dist': 11, 'kf': 1}, {'id': 2248, 'dist': 17, 'kf': 1}, {'id': 2249, 'dist': 23, 'kf': 1}, {'id': 2260, 'dist': 30, 'kf': 1}, {'id': 10262, 'dist': 23, 'kf': 1}, {'id': 29411, 'dist': 39, 'kf': 1}, {'id': 30417, 'dist': 9, 'kf': 1}, {'id': 31468, 'dist': 27, 'kf': 1}, {'id': 31613, 'dist': 26, 'kf': 1}, {'id': 31687, 'dist': 26, 'kf': 1}, {'id': 33690, 'dist': 36, 'kf': 1}, {'id': 34746, 'dist': 47, 'kf': 1}, {'id': 35151, 'dist': 35, 'kf': 1}]",11.0,35.38,-97.72,84.2,78.01,54,14.99,1,1563795107,1563846150,14.178611111111111
"{'lon': 11.28821, 'lat': 44.725971}",IT,"{'cl': 'P', 'code': 'PPL', 'parent': 6541038}",3179162.0,,Cento,"{'level': 1.0, 'population': 29297}","[{'id': 5816, 'dist': 27, 'kf': 1}, {'id': 8850, 'dist': 26, 'kf': 1}, {'id': 9500, 'dist': 26, 'kf': 1}, {'id': 10150, 'dist': 12, 'kf': 1}, {'id': 10383, 'dist': 32, 'kf': 1}, {'id': 28195, 'dist': 46, 'kf': 1}, {'id': 33215, 'dist': 49, 'kf': 1}, {'id': 33909, 'dist': 10, 'kf': 1}, {'id': 34214, 'dist': 47, 'kf': 1}]",10.0,44.73,11.29,80.01,73.0,64,4.7,0,1563767372,1563821558,15.051666666666666
"{'lon': 4.36784, 'lat': 50.683632}",BE,"{'cl': 'P', 'code': 'PPL', 'parent': 2801155}",2801154.0,,Braine-lAlleud,"{'level': 1.0, 'population': 37512}","[{'id': 4840, 'dist': 26, 'kf': 1}, {'id': 4842, 'dist': 25, 'kf': 1}, {'id': 4845, 'dist': 25, 'kf': 1}, {'id': 10999, 'dist': 43, 'kf': 1}, {'id': 28853, 'dist': 37, 'kf': 1}, {'id': 29153, 'dist': 35, 'kf': 1}, {'id': 32445, 'dist': 44, 'kf': 1}, {'id': 32639, 'dist': 19, 'kf': 1}, {'id': 32989, 'dist': 33, 'kf': 1}, {'id': 33094, 'dist': 44, 'kf': 1}, {'id': 34368, 'dist': 48, 'kf': 1}, {'id': 34551, 'dist': 42, 'kf': 1}, {'id': 34885, 'dist': 39, 'kf': 1}, {'id': 34988, 'dist': 29, 'kf': 1}, {'id': 36181, 'dist': 25, 'kf': 1}]",11.0,50.68,4.37,66.0,59.0,68,5.82,0,1563767692,1563824561,15.796944444444444
"{'lon': -74.199043, 'lat': 11.24079}",CO,"{'cl': 'P', 'code': 'PPLA', 'parent': 3675686}",3668605.0,,Santa Marta,"{'level': 1.0, 'population': 431781}","[{'id': 27763, 'dist': 6, 'kf': 1}]",7.0,11.24,-74.21,86.0,86.0,58,4.7,40,1563792158,1563837815,12.6825
"{'lon': 27.197941, 'lat': 60.56974}",FI,"{'cl': 'P', 'code': 'PPLA3', 'parent': 659171}",659169.0,,Hamina,"{'level': 1.0, 'population': 21712}","[{'id': 5047, 'dist': 39, 'kf': 1}]",10.0,60.57,27.2,70.0,69.8,52,8.05,0,1563758599,1563822694,17.804166666666667
"{'lon': 11.02556, 'lat': 49.32917}",DE,"{'cl': 'P', 'code': 'PPL', 'parent': 2951839}",2835537.0,,Schwabach,"{'level': 1.0, 'population': 38554}","[{'id': 4888, 'dist': 3, 'kf': 1}, {'id': 4962, 'dist': 40, 'kf': 1}, {'id': 4965, 'dist': 40, 'kf': 1}, {'id': 4966, 'dist': 48, 'kf': 1}, {'id': 9065, 'dist': 16, 'kf': 1}, {'id': 10231, 'dist': 49, 'kf': 1}, {'id': 10292, 'dist': 28, 'kf': 1}, {'id': 10653, 'dist': 6, 'kf': 1}, {'id': 28074, 'dist': 42, 'kf': 1}, {'id': 31473, 'dist': 6, 'kf': 1}]",9.0,49.33,11.02,64.4,60.8,82,3.36,0,1563766433,1563822627,15.609444444444444
"{'lon': -51.014999, 'lat': -26.77528}",BR,"{'cl': 'P', 'code': 'PPL', 'parent': 3450387}",3468570.0,,Cacador,"{'level': 1.0, 'population': 63726}",,7.0,-26.78,-51.02,57.61,57.61,86,2.64,48,1563790161,1563828679,10.699444444444444
"{'lon': 2.25, 'lat': 48.833328}",FR,"{'cl': 'P', 'code': 'PPLA3', 'parent': 6451962}",3031137.0,,Boulogne-Billancourt,"{'level': 1.0, 'population': 108782}","[{'id': 5610, 'dist': 20, 'kf': 1}, {'id': 5614, 'dist': 13, 'kf': 1}, {'id': 5615, 'dist': 15, 'kf': 1}, {'id': 5617, 'dist': 42, 'kf': 1}, {'id': 10684, 'dist': 5, 'kf': 1}, {'id': 27855, 'dist': 20, 'kf': 1}, {'id': 30053, 'dist': 33, 'kf': 1}, {'id': 30065, 'dist': 44, 'kf': 1}, {'id': 32298, 'dist': 11, 'kf': 1}, {'id': 32862, 'dist': 17, 'kf': 1}, {'id': 34140, 'dist': 46, 'kf': 1}, {'id': 34957, 'dist': 25, 'kf': 1}, {'id': 35064, 'dist': 19, 'kf': 1}, {'id': 35113, 'dist': 17, 'kf': 1}, {'id': 35125, 'dist': 16, 'kf': 1}, {'id': 35414, 'dist': 3, 'kf': 1}, {'id': 35610, 'dist': 18, 'kf': 1}]",10.0,48.84,2.24,66.99,57.0,68,5.82,0,1563768660,1563824615,15.543055555555556
